x	y	tooltip	PANEL
0	2	bio8 fold=8norm.weight=0	6
0	2	bio8 fold=9norm.weight=0	6
0	2	bio8 fold=10norm.weight=0	6
0	1	bio1 fold=1norm.weight=0	7
0	1	bio1 fold=2norm.weight=0	7
0	1	bio1 fold=3norm.weight=0	7
0	1	bio1 fold=4norm.weight=0	7
0	1	bio1 fold=5norm.weight=0	7
0	1	bio1 fold=6norm.weight=0	7
0	1	bio1 fold=7norm.weight=0	7
0	1	bio1 fold=8norm.weight=0	7
0	1	bio1 fold=9norm.weight=0	7
0	1	bio1 fold=10norm.weight=0	7
0	2	bio2 fold=1norm.weight=0	7
0	2	bio2 fold=2norm.weight=0	7
0	2	bio2 fold=3norm.weight=0	7
0	2	bio2 fold=4norm.weight=0	7
0	2	bio2 fold=5norm.weight=0	7
0	2	bio2 fold=6norm.weight=0	7
0	2	bio2 fold=7norm.weight=0	7
0	2	bio2 fold=8norm.weight=0	7
0	2	bio2 fold=9norm.weight=0	7
0	2	bio2 fold=10norm.weight=0	7
0	3	bio6 fold=1norm.weight=0	7
0	3	bio6 fold=2norm.weight=0	7
0	3	bio6 fold=3norm.weight=0	7
0	3	bio6 fold=4norm.weight=0	7
0	3	bio6 fold=5norm.weight=0	7
0	3	bio6 fold=6norm.weight=0	7
0	3	bio6 fold=7norm.weight=0	7
0	3	bio6 fold=8norm.weight=0	7
0	3	bio6 fold=9norm.weight=0	7
0	3	bio6 fold=10norm.weight=0	7
0	4	bio10 fold=1norm.weight=0	7
0	4	bio10 fold=2norm.weight=0	7
0	4	bio10 fold=3norm.weight=0	7
0	4	bio10 fold=4norm.weight=0	7
0	4	bio10 fold=5norm.weight=0	7
0	4	bio10 fold=6norm.weight=0	7
0	4	bio10 fold=7norm.weight=0	7
0	4	bio10 fold=8norm.weight=0	7
0	4	bio10 fold=9norm.weight=0	7
0	4	bio10 fold=10norm.weight=0	7
0	5	bio11 fold=1norm.weight=0	7
0	5	bio11 fold=2norm.weight=0	7
0	5	bio11 fold=3norm.weight=0	7
0	5	bio11 fold=4norm.weight=0	7
0	5	bio11 fold=5norm.weight=0	7
0	5	bio11 fold=6norm.weight=0	7
0	5	bio11 fold=7norm.weight=0	7
0	5	bio11 fold=8norm.weight=0	7
0	5	bio11 fold=9norm.weight=0	7
0	5	bio11 fold=10norm.weight=0	7
0	6	bio12 fold=1norm.weight=0	7
0	6	bio12 fold=2norm.weight=0	7
0	6	bio12 fold=3norm.weight=0	7
0	6	bio12 fold=4norm.weight=0	7
0	6	bio12 fold=5norm.weight=0	7
0	6	bio12 fold=6norm.weight=0	7
0	6	bio12 fold=7norm.weight=0	7
0	6	bio12 fold=8norm.weight=0	7
0	6	bio12 fold=9norm.weight=0	7
0	6	bio12 fold=10norm.weight=0	7
0	7	bio14 fold=1norm.weight=0	7
0	7	bio14 fold=2norm.weight=0	7
0	7	bio14 fold=3norm.weight=0	7
0	7	bio14 fold=4norm.weight=0	7
0	7	bio14 fold=5norm.weight=0	7
0	7	bio14 fold=6norm.weight=0	7
0	7	bio14 fold=7norm.weight=0	7
0	7	bio14 fold=8norm.weight=0	7
0	7	bio14 fold=9norm.weight=0	7
0	7	bio14 fold=10norm.weight=0	7
0	8	bio16 fold=1norm.weight=0	7
0	8	bio16 fold=2norm.weight=0	7
0	8	bio16 fold=3norm.weight=0	7
0	8	bio16 fold=4norm.weight=0	7
0	8	bio16 fold=5norm.weight=0	7
0	8	bio16 fold=6norm.weight=0	7
0	8	bio16 fold=7norm.weight=0	7
0	8	bio16 fold=8norm.weight=0	7
0	8	bio16 fold=9norm.weight=0	7
0	8	bio16 fold=10norm.weight=0	7
0	9	bio17 fold=1norm.weight=0	7
0	9	bio17 fold=2norm.weight=0	7
0	9	bio17 fold=3norm.weight=0	7
0	9	bio17 fold=4norm.weight=0	7
0	9	bio17 fold=5norm.weight=0	7
0	9	bio17 fold=6norm.weight=0	7
0	9	bio17 fold=7norm.weight=0	7
0	9	bio17 fold=8norm.weight=0	7
0	9	bio17 fold=9norm.weight=0	7
0	9	bio17 fold=10norm.weight=0	7
0	10	bio18 fold=1norm.weight=0	7
0	10	bio18 fold=2norm.weight=0	7
0	10	bio18 fold=3norm.weight=0	7
0	10	bio18 fold=4norm.weight=0	7
0	10	bio18 fold=5norm.weight=0	7
0	10	bio18 fold=6norm.weight=0	7
0	10	bio18 fold=7norm.weight=0	7
0	10	bio18 fold=8norm.weight=0	7
0	10	bio18 fold=9norm.weight=0	7
0	10	bio18 fold=10norm.weight=0	7
0	11	bio19 fold=1norm.weight=0	7
0	11	bio19 fold=2norm.weight=0	7
0	11	bio19 fold=3norm.weight=0	7
0	11	bio19 fold=4norm.weight=0	7
0	11	bio19 fold=5norm.weight=0	7
0	11	bio19 fold=6norm.weight=0	7
0	11	bio19 fold=7norm.weight=0	7
0	11	bio19 fold=8norm.weight=0	7
0	11	bio19 fold=9norm.weight=0	7
0	11	bio19 fold=10norm.weight=0	7
0	12	pe_ann fold=1norm.weight=0	7
0	12	pe_ann fold=2norm.weight=0	7
0	12	pe_ann fold=3norm.weight=0	7
0	12	pe_ann fold=4norm.weight=0	7
0	12	pe_ann fold=5norm.weight=0	7
0	12	pe_ann fold=6norm.weight=0	7
0	12	pe_ann fold=7norm.weight=0	7
0	12	pe_ann fold=8norm.weight=0	7
0	12	pe_ann fold=9norm.weight=0	7
0	12	pe_ann fold=10norm.weight=0	7
0	13	p_pe fold=1norm.weight=0	7
0	13	p_pe fold=2norm.weight=0	7
0	13	p_pe fold=3norm.weight=0	7
0	13	p_pe fold=4norm.weight=0	7
0	13	p_pe fold=5norm.weight=0	7
0	13	p_pe fold=6norm.weight=0	7
0	13	p_pe fold=7norm.weight=0	7
0	13	p_pe fold=8norm.weight=0	7
0	13	p_pe fold=9norm.weight=0	7
0	13	p_pe fold=10norm.weight=0	7
0	14	awc150 fold=1norm.weight=0	7
0	14	awc150 fold=2norm.weight=0	7
0	14	awc150 fold=3norm.weight=0	7
0	14	awc150 fold=4norm.weight=0	7
0	14	awc150 fold=5norm.weight=0	7
0	14	awc150 fold=6norm.weight=0	7
0	14	awc150 fold=7norm.weight=0	7
0	14	awc150 fold=8norm.weight=0	7
0	14	awc150 fold=9norm.weight=0	7
0	14	awc150 fold=10norm.weight=0	7
0	15	clay fold=1norm.weight=0	7
0	15	clay fold=2norm.weight=0	7
0	15	clay fold=3norm.weight=0	7
0	15	clay fold=4norm.weight=0	7
0	15	clay fold=5norm.weight=0	7
0	15	clay fold=6norm.weight=0	7
0	15	clay fold=7norm.weight=0	7
0	15	clay fold=8norm.weight=0	7
0	15	clay fold=9norm.weight=0	7
0	15	clay fold=10norm.weight=0	7
0	16	sand fold=1norm.weight=0	7
0	16	sand fold=2norm.weight=0	7
0	16	sand fold=3norm.weight=0	7
0	16	sand fold=4norm.weight=0	7
0	16	sand fold=5norm.weight=0	7
0	16	sand fold=6norm.weight=0	7
0	16	sand fold=7norm.weight=0	7
0	16	sand fold=8norm.weight=0	7
0	16	sand fold=9norm.weight=0	7
0	16	sand fold=10norm.weight=0	7
