x	y	tooltip	PANEL
0	4	bio10 fold=2norm.weight=0	5
0	4	bio10 fold=3norm.weight=0	5
0	4	bio10 fold=4norm.weight=0	5
0	4	bio10 fold=5norm.weight=0	5
0	4	bio10 fold=6norm.weight=0	5
0	4	bio10 fold=7norm.weight=0	5
0	4	bio10 fold=8norm.weight=0	5
0	4	bio10 fold=9norm.weight=0	5
0	4	bio10 fold=10norm.weight=0	5
0	5	bio11 fold=1norm.weight=0	5
0	5	bio11 fold=2norm.weight=0	5
0	5	bio11 fold=3norm.weight=0	5
0	5	bio11 fold=4norm.weight=0	5
0	5	bio11 fold=5norm.weight=0	5
0	5	bio11 fold=6norm.weight=0	5
0	5	bio11 fold=7norm.weight=0	5
0	5	bio11 fold=8norm.weight=0	5
0	5	bio11 fold=9norm.weight=0	5
0	5	bio11 fold=10norm.weight=0	5
0	6	bio12 fold=1norm.weight=0	5
0	6	bio12 fold=2norm.weight=0	5
0	6	bio12 fold=3norm.weight=0	5
0	6	bio12 fold=4norm.weight=0	5
0	6	bio12 fold=5norm.weight=0	5
0	6	bio12 fold=6norm.weight=0	5
0	6	bio12 fold=7norm.weight=0	5
0	6	bio12 fold=8norm.weight=0	5
0	6	bio12 fold=9norm.weight=0	5
0	6	bio12 fold=10norm.weight=0	5
0	7	bio14 fold=1norm.weight=0	5
0	7	bio14 fold=2norm.weight=0	5
0	7	bio14 fold=3norm.weight=0	5
0	7	bio14 fold=4norm.weight=0	5
0	7	bio14 fold=5norm.weight=0	5
0	7	bio14 fold=6norm.weight=0	5
0	7	bio14 fold=7norm.weight=0	5
0	7	bio14 fold=8norm.weight=0	5
0	7	bio14 fold=9norm.weight=0	5
0	7	bio14 fold=10norm.weight=0	5
0	8	bio17 fold=1norm.weight=0	5
0	8	bio17 fold=2norm.weight=0	5
0	8	bio17 fold=3norm.weight=0	5
0	8	bio17 fold=4norm.weight=0	5
0	8	bio17 fold=5norm.weight=0	5
0	8	bio17 fold=6norm.weight=0	5
0	8	bio17 fold=7norm.weight=0	5
0	8	bio17 fold=8norm.weight=0	5
0	8	bio17 fold=9norm.weight=0	5
0	8	bio17 fold=10norm.weight=0	5
0	9	bio18 fold=1norm.weight=0	5
0	9	bio18 fold=2norm.weight=0	5
0	9	bio18 fold=3norm.weight=0	5
0	9	bio18 fold=4norm.weight=0	5
0	9	bio18 fold=5norm.weight=0	5
0	9	bio18 fold=6norm.weight=0	5
0	9	bio18 fold=7norm.weight=0	5
0	9	bio18 fold=8norm.weight=0	5
0	9	bio18 fold=9norm.weight=0	5
0	9	bio18 fold=10norm.weight=0	5
0	10	bio19 fold=1norm.weight=0	5
0	10	bio19 fold=2norm.weight=0	5
0	10	bio19 fold=3norm.weight=0	5
0	10	bio19 fold=4norm.weight=0	5
0	10	bio19 fold=5norm.weight=0	5
0	10	bio19 fold=6norm.weight=0	5
0	10	bio19 fold=7norm.weight=0	5
0	10	bio19 fold=8norm.weight=0	5
0	10	bio19 fold=9norm.weight=0	5
0	10	bio19 fold=10norm.weight=0	5
0	11	pe_ann fold=1norm.weight=0	5
0	11	pe_ann fold=2norm.weight=0	5
0	11	pe_ann fold=3norm.weight=0	5
0	11	pe_ann fold=4norm.weight=0	5
0	11	pe_ann fold=5norm.weight=0	5
0	11	pe_ann fold=6norm.weight=0	5
0	11	pe_ann fold=7norm.weight=0	5
0	11	pe_ann fold=8norm.weight=0	5
0	11	pe_ann fold=9norm.weight=0	5
0	11	pe_ann fold=10norm.weight=0	5
0	12	p_pe fold=1norm.weight=0	5
0	12	p_pe fold=2norm.weight=0	5
0	12	p_pe fold=3norm.weight=0	5
0	12	p_pe fold=4norm.weight=0	5
0	12	p_pe fold=5norm.weight=0	5
0	12	p_pe fold=6norm.weight=0	5
0	12	p_pe fold=7norm.weight=0	5
0	12	p_pe fold=8norm.weight=0	5
0	12	p_pe fold=9norm.weight=0	5
0	12	p_pe fold=10norm.weight=0	5
0	13	clay fold=1norm.weight=0	5
0	13	clay fold=2norm.weight=0	5
0	13	clay fold=3norm.weight=0	5
0	13	clay fold=4norm.weight=0	5
0	13	clay fold=5norm.weight=0	5
0	13	clay fold=6norm.weight=0	5
0	13	clay fold=7norm.weight=0	5
0	13	clay fold=8norm.weight=0	5
0	13	clay fold=9norm.weight=0	5
0	13	clay fold=10norm.weight=0	5
0	14	sand fold=1norm.weight=0	5
0	14	sand fold=2norm.weight=0	5
0	14	sand fold=3norm.weight=0	5
0	14	sand fold=4norm.weight=0	5
0	14	sand fold=5norm.weight=0	5
0	14	sand fold=6norm.weight=0	5
0	14	sand fold=7norm.weight=0	5
0	14	sand fold=8norm.weight=0	5
0	14	sand fold=9norm.weight=0	5
0	14	sand fold=10norm.weight=0	5
